source_id,name,name_key,category,subcategory,tourism,amenity,shop,man_made,opening_hours,city,district,province,latitude,longitude,source,source_file
node/7023372501,The Container,the container,food,bar,,bar,,,,,Gampaha,Western,7.2215767,79.8389189,openstreetmap,points_of_interest.geojson
way/1473481118,Regal Reseau Hotel & Spa,regal reseau hotel spa,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.22614805,79.839943,openstreetmap,points_of_interest.geojson
node/3139577056,Hotel Sunset Beach,hotel sunset beach,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2253328,79.839946,openstreetmap,points_of_interest.geojson
node/6280360594,The Icebar Restaurant,the icebar restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2248072,79.8399017,openstreetmap,points_of_interest.geojson
node/2912652265,Beach Villa Guest House,beach villa guest house,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2249929,79.8398788,openstreetmap,points_of_interest.geojson
node/6285210185,Pledgescape,pledgescape,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.2252278,79.8398752,openstreetmap,points_of_interest.geojson
node/3139805983,Winston Beach Guest House,winston beach guest house,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2237776,79.8395114,openstreetmap,points_of_interest.geojson
node/6320713085,Lucilda's Guesthouse,lucilda s guesthouse,accommodation,guest_house,guest_house,,,,,,Gampaha,Western,7.2240074,79.8400166,openstreetmap,points_of_interest.geojson
node/2376247245,Prince Residence,prince residence,accommodation,guest_house,guest_house,,,,,Negombo,Gampaha,Western,7.224116,79.8400693,openstreetmap,points_of_interest.geojson
node/2376247236,Icebear Guesthouse,icebear guesthouse,food,guest_house,guest_house,restaurant,,,,Negombo,Gampaha,Western,7.2242311,79.8400777,openstreetmap,points_of_interest.geojson
node/2376247249,Rebeka Guest House,rebeka guest house,accommodation,guest_house,guest_house,,,,,Negombo,Gampaha,Western,7.2236731,79.8400055,openstreetmap,points_of_interest.geojson
node/3139805986,Oceans Edge Boutique Hotel,oceans edge boutique hotel,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.225225,79.8406861,openstreetmap,points_of_interest.geojson
node/4139869989,Barracuda Beach Hostel,barracuda beach hostel,accommodation,hostel,hostel,,,,,,Gampaha,Western,7.2251734,79.8405514,openstreetmap,points_of_interest.geojson
node/3139805985,New Rani INN,new rani inn,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2251877,79.8406003,openstreetmap,points_of_interest.geojson
way/1472244676,Big Mouth,big mouth,food,fast_food,,fast_food,,,,,Gampaha,Western,7.2247848,79.84048012927438,openstreetmap,points_of_interest.geojson
node/11141492005,Ceylon Adventure Tours,ceylon adventure tours,shopping,travel_agency,,,travel_agency,,,,Gampaha,Western,7.224791,79.8402864,openstreetmap,points_of_interest.geojson
node/9385389917,Sri Lanka Royal Enfield tours,sri lanka royal enfield tours,shopping,travel_agency,,,travel_agency,,,,Gampaha,Western,7.2247563,79.8402641,openstreetmap,points_of_interest.geojson
node/2376247228,Ceilanye,ceilanye,accommodation,guest_house,guest_house,,,,,Negombo,Gampaha,Western,7.2249534,79.8403587,openstreetmap,points_of_interest.geojson
node/3580666093,Family Restaurant,family restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2248815,79.8404615,openstreetmap,points_of_interest.geojson
way/1472739952,King Paradise by Hotel Oviniru,king paradise by hotel oviniru,accommodation,apartment,apartment,,,,,,Gampaha,Western,7.2256605,79.84045932023568,openstreetmap,points_of_interest.geojson
node/2376247231,Dion Guest House,dion guest house,accommodation,guest_house,guest_house,,,,,Negombo,Gampaha,Western,7.2254237,79.840452,openstreetmap,points_of_interest.geojson
node/2376247251,Sea Drift,sea drift,accommodation,guest_house,guest_house,,,,,Negombo,Gampaha,Western,7.2258873,79.8407339,openstreetmap,points_of_interest.geojson
node/6006747585,Sea Drift,sea drift,accommodation,guest_house,guest_house,,,,,,Gampaha,Western,7.226013,79.8404013,openstreetmap,points_of_interest.geojson
node/2376247232,Dons Beach Hotel,dons beach hotel,accommodation,guest_house,guest_house,,,,,Negombo,Gampaha,Western,7.2272335,79.840704,openstreetmap,points_of_interest.geojson
node/2376247235,GoldenStar,goldenstar,accommodation,guest_house,guest_house,,,,,Negombo,Gampaha,Western,7.2264387,79.8407417,openstreetmap,points_of_interest.geojson
node/6632985692,R.D Family Restaurant,r d family restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2263044,79.8408538,openstreetmap,points_of_interest.geojson
node/3139577055,Peacock Pub & Sea Food,peacock pub sea food,food,pub,,pub,,,,Negombo,Gampaha,Western,7.2264864,79.840978,openstreetmap,points_of_interest.geojson
node/5111532904,Arken beer shop,arken beer shop,shopping,alcohol,,,alcohol,,,,Gampaha,Western,7.2266485,79.8409038,openstreetmap,points_of_interest.geojson
node/2367043567,Marine Tourist Guesthouse,marine tourist guesthouse,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.227228,79.840972,openstreetmap,points_of_interest.geojson
node/3139577054,Leisure Beach Resort,leisure beach resort,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2270933,79.840978,openstreetmap,points_of_interest.geojson
node/4690079890,Sea Joy Restaurant & Guest House,sea joy restaurant guest house,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2268733,79.8409201,openstreetmap,points_of_interest.geojson
node/5560648122,Euro Super Market,euro super market,shopping,supermarket,,,supermarket,,,,Gampaha,Western,7.2260203,79.8408604,openstreetmap,points_of_interest.geojson
node/2376247246,Rani Inn,rani inn,accommodation,guest_house,guest_house,,,,,Negombo,Gampaha,Western,7.2260195,79.8407989,openstreetmap,points_of_interest.geojson
node/4584925089,Bamboo Hut Guesthouse,bamboo hut guesthouse,accommodation,guest_house,guest_house,,,,,,Gampaha,Western,7.2256894,79.8408744,openstreetmap,points_of_interest.geojson
way/1472739953,King Fisher,king fisher,accommodation,guest_house,guest_house,,,,,,Gampaha,Western,7.2254249999999995,79.84086903786275,openstreetmap,points_of_interest.geojson
node/4713381790,Sun star beach residence,sun star beach residence,accommodation,guest_house,guest_house,,,,,,Gampaha,Western,7.2236408,79.8419175,openstreetmap,points_of_interest.geojson
node/3139805984,Villa 7,villa 7,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2217272,79.842187,openstreetmap,points_of_interest.geojson
node/4502498004,Molly's house plus,molly s house plus,accommodation,hostel,hostel,,,,24/7,,Gampaha,Western,7.2185841,79.840814,openstreetmap,points_of_interest.geojson
node/2376247241,Nayomy,nayomy,food,restaurant,,restaurant,,,,Negombo,Gampaha,Western,7.2189013,79.8398792,openstreetmap,points_of_interest.geojson
node/11833047699,Villa 163,villa 163,accommodation,hostel,hostel,,,,,,Gampaha,Western,7.2159694,79.8385655,openstreetmap,points_of_interest.geojson
node/5242448123,Ripple Jay,ripple jay,accommodation,hostel,hostel,,,,,,Gampaha,Western,7.2153442,79.8415128,openstreetmap,points_of_interest.geojson
node/1268343778,Fabric Mart,fabric mart,shopping,clothes,,,clothes,,,,Gampaha,Western,7.2113352,79.841251,openstreetmap,points_of_interest.geojson
node/5558531822,M.D.Gunasena,m d gunasena,shopping,books,,,books,,Mo-Sa 09:00-19:00; Su 09:00-14:00,,Gampaha,Western,7.2101227,79.8405254,openstreetmap,points_of_interest.geojson
node/1268343772,Regal-Negombo,regal negombo,activity,cinema,,cinema,,,,,Gampaha,Western,7.2098158,79.8410311,openstreetmap,points_of_interest.geojson
node/1268343776,Laufg Sun up Negombo,laufg sun up negombo,shopping,supermarket,,,supermarket,,,,Gampaha,Western,7.2096263,79.8407983,openstreetmap,points_of_interest.geojson
node/1268344868,Vijitha Yapa Negombo,vijitha yapa negombo,shopping,books,,,books,,,,Gampaha,Western,7.2098849,79.8407924,openstreetmap,points_of_interest.geojson
node/6200523286,Little hut,little hut,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2095676,79.8403498,openstreetmap,points_of_interest.geojson
node/639200129,Negombo Central Super Market,negombo central super market,shopping,supermarket,,,supermarket,,,,Gampaha,Western,7.2090206,79.8404418,openstreetmap,points_of_interest.geojson
node/6226426892,SLT Telicom,slt telicom,shopping,photo,,,photo,,,,Gampaha,Western,7.2063017,79.8421,openstreetmap,points_of_interest.geojson
node/5241051780,Visal Homestay,visal homestay,accommodation,guest_house,guest_house,,,,,,Gampaha,Western,7.2043619,79.8408966,openstreetmap,points_of_interest.geojson
node/5333148621,cargill's food store,cargill s food store,shopping,supermarket,,,supermarket,,,,Gampaha,Western,7.2059458,79.8405923,openstreetmap,points_of_interest.geojson
node/2142229433,Royal,royal,activity,cinema,,cinema,,,,,Gampaha,Western,7.2061977,79.8406487,openstreetmap,points_of_interest.geojson
node/5248764378,Raheemiya hotel & bakery,raheemiya hotel bakery,shopping,bakery,,,bakery,,,,Gampaha,Western,7.2069096,79.8406994,openstreetmap,points_of_interest.geojson
node/2142229404,Calton,calton,shopping,bakery,,,bakery,,,,Gampaha,Western,7.2065007,79.8406557,openstreetmap,points_of_interest.geojson
node/5335566671,Bombay Sweet,bombay sweet,shopping,pastry,,,pastry,,,Negombo,Gampaha,Western,7.2066457,79.8406718,openstreetmap,points_of_interest.geojson
node/2142229425,Lanka Sathosa,lanka sathosa,shopping,supermarket,,,supermarket,,,,Gampaha,Western,7.2062941,79.8408595,openstreetmap,points_of_interest.geojson
node/6865452719,Hants,hants,shopping,bed,,,bed,,,,Gampaha,Western,7.2071809,79.8410293,openstreetmap,points_of_interest.geojson
node/1268343771,Deshani Dress Point,deshani dress point,shopping,clothes,,,clothes,,,,Gampaha,Western,7.208083,79.8403852,openstreetmap,points_of_interest.geojson
node/3139805966,Villa Schneck,villa schneck,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2074637,79.8385602,openstreetmap,points_of_interest.geojson
node/1268343779,Fashion Gate,fashion gate,shopping,clothes,,,clothes,,,,Gampaha,Western,7.2093364,79.8398729,openstreetmap,points_of_interest.geojson
node/1268343781,Swarnamahal Negombo,swarnamahal negombo,shopping,jewelry,,,jewelry,,,,Gampaha,Western,7.2102092,79.8395403,openstreetmap,points_of_interest.geojson
node/5558531821,Aisha Book Centre,aisha book centre,shopping,books,,,books,,,,Gampaha,Western,7.2115465,79.8400744,openstreetmap,points_of_interest.geojson
node/3139805960,Hamilton House,hamilton house,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2113118,79.8382482,openstreetmap,points_of_interest.geojson
node/6865483311,Coronation Grinding Mill,coronation grinding mill,shopping,supermarket,,,supermarket,,,,Gampaha,Western,7.2116014,79.8367698,openstreetmap,points_of_interest.geojson
node/3139805963,The Pearl,the pearl,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2090102,79.8340735,openstreetmap,points_of_interest.geojson
way/786142191,St. Stephen's,st stephen s,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.20919415,79.8337043,openstreetmap,points_of_interest.geojson
node/2064194452,Lagoon Rest House,lagoon rest house,accommodation,guest_house,guest_house,,,,,Negombo,Gampaha,Western,7.2087809,79.8344977,openstreetmap,points_of_interest.geojson
way/786183935,Choys Waterfront Residence,choys waterfront residence,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.20853565,79.83548401140146,openstreetmap,points_of_interest.geojson
node/9845843021,Juice Bar,juice bar,food,bar,,bar,,,,,Gampaha,Western,7.2101118,79.8350364,openstreetmap,points_of_interest.geojson
node/5111532905,The Century Cafe,the century cafe,food,cafe,,cafe,,,,,Gampaha,Western,7.2101724,79.8349283,openstreetmap,points_of_interest.geojson
node/4185130989,negombo,negombo,accommodation,hostel,hostel,,,,,,Gampaha,Western,7.2139139,79.8359477,openstreetmap,points_of_interest.geojson
node/13626621001,Winston Ocean Heaven,winston ocean heaven,accommodation,guest_house,guest_house,,,,,,Gampaha,Western,7.2150235,79.8359606,openstreetmap,points_of_interest.geojson
node/5691462662,St.Sebastian Prowans Hatcherry,st sebastian prowans hatcherry,shopping,pet,,,pet,,24/7,,Gampaha,Western,7.217072,79.8372135,openstreetmap,points_of_interest.geojson
way/400189229,Anicia Beach House,anicia beach house,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.218029700000001,79.83764125,openstreetmap,points_of_interest.geojson
node/13361268201,Miura Dutch Edge Hotel,miura dutch edge hotel,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.210097,79.8330962,openstreetmap,points_of_interest.geojson
node/4730478825,New Rest House,new rest house,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2109077,79.8328196,openstreetmap,points_of_interest.geojson
way/787884649,Negombo Fish Market,negombo fish market,shopping,seafood,,,seafood,,,Negombo,Gampaha,Western,7.21105925,79.83180736318832,openstreetmap,points_of_interest.geojson
way/1472450649,Poolbar,poolbar,food,bar,,bar,,,,,Gampaha,Western,7.23532285,79.84073998101343,openstreetmap,points_of_interest.geojson
way/1472450645,Sentido Heritance Negombo,sentido heritance negombo,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.23492345,79.84091207063653,openstreetmap,points_of_interest.geojson
node/3139576789,Prego Italian,prego italian,food,restaurant,,restaurant,,,Mo-Su 11:00-23:00,Negombo,Gampaha,Western,7.2356896,79.8414526,openstreetmap,points_of_interest.geojson
node/4402788789,Waves Sea Food Restaurant,waves sea food restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2355357,79.8415167,openstreetmap,points_of_interest.geojson
node/5040880531,Salon Hirunika,salon hirunika,shopping,hairdresser,,,hairdresser,,,,Gampaha,Western,7.2361736,79.8420906,openstreetmap,points_of_interest.geojson
node/3139576787,Bernies INN,bernies inn,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2360985,79.8422748,openstreetmap,points_of_interest.geojson
node/3139576786,Marina INN,marina inn,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2361898,79.8421687,openstreetmap,points_of_interest.geojson
node/3139576785,Shanith Guest House,shanith guest house,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.236074,79.8418006,openstreetmap,points_of_interest.geojson
node/6717857786,Papous restaurant,papous restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2360214,79.8416213,openstreetmap,points_of_interest.geojson
node/3139576788,Tusker,tusker,food,restaurant,,restaurant,,,,Negombo,Gampaha,Western,7.2359019,79.8415316,openstreetmap,points_of_interest.geojson
node/13288041127,Jungle Jerk,jungle jerk,food,restaurant,,restaurant,,,,,Gampaha,Western,7.236868,79.8415227,openstreetmap,points_of_interest.geojson
node/4489963291,Abeer Halaal Food,abeer halaal food,food,restaurant,,restaurant,,,,,Gampaha,Western,7.237589,79.841579,openstreetmap,points_of_interest.geojson
node/1268351558,Silva's Beach,silva s beach,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2376144,79.8416775,openstreetmap,points_of_interest.geojson
node/6717857785,The Kings Bay Hotel,the kings bay hotel,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.2376125,79.8417735,openstreetmap,points_of_interest.geojson
node/1268351508,Jetwing Ayurveda Pavillions,jetwing ayurveda pavillions,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2371674,79.8416346,openstreetmap,points_of_interest.geojson
way/1473481140,Ocean Breeze,ocean breeze,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.238391,79.8420775569672,openstreetmap,points_of_interest.geojson
node/5040879085,Wine Cellar & Beer Mart,wine cellar beer mart,shopping,wine,,,wine,,Mo-Fr 09:00-20:00,,Gampaha,Western,7.2386155,79.8417747,openstreetmap,points_of_interest.geojson
node/3139538453,New York Beach Club,new york beach club,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.238247,79.8417563,openstreetmap,points_of_interest.geojson
node/13521908354,Corundum Breeze Negombo,corundum breeze negombo,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2383184,79.8417311,openstreetmap,points_of_interest.geojson
node/5121098530,Tea Zone,tea zone,shopping,convenience,,,convenience,,,,Gampaha,Western,7.2377695,79.8416126,openstreetmap,points_of_interest.geojson
node/1268351590,King Coconut,king coconut,food,restaurant,,restaurant,,,,Negombo,Gampaha,Western,7.2378858,79.8414093,openstreetmap,points_of_interest.geojson
node/1268351472,Boat Restaurant,boat restaurant,food,restaurant,,restaurant,,,,Negombo,Gampaha,Western,7.237042,79.8410855,openstreetmap,points_of_interest.geojson
node/12501402041,Honey Beach Restaurant,honey beach restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2395908,79.8413617,openstreetmap,points_of_interest.geojson
node/13288041128,Dolce Vita,dolce vita,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2394171,79.841571,openstreetmap,points_of_interest.geojson
way/560707866,Topaz Beach,topaz beach,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2392764,79.84156320179137,openstreetmap,points_of_interest.geojson
node/11141481705,Spa Ceylon,spa ceylon,shopping,massage,,,massage,,,,Gampaha,Western,7.2395552,79.8416938,openstreetmap,points_of_interest.geojson
node/4590572491,ASDA,asda,shopping,supermarket,,,supermarket,,,,Gampaha,Western,7.2395155,79.8416691,openstreetmap,points_of_interest.geojson
node/7194681985,Freddy Souvenirs,freddy souvenirs,shopping,gift,,,gift,,,,Gampaha,Western,7.2395989,79.8418155,openstreetmap,points_of_interest.geojson
node/4590572490,honky tonky,honky tonky,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2395419,79.8418289,openstreetmap,points_of_interest.geojson
node/5040929184,Bijou,bijou,food,restaurant,,restaurant,,,Mo-Su 11:00-23:00,,Gampaha,Western,7.2394747,79.8418251,openstreetmap,points_of_interest.geojson
node/5626526523,favorite int'l liquor store,favorite int l liquor store,shopping,alcohol,,,alcohol,,,,Gampaha,Western,7.2392621,79.8417482,openstreetmap,points_of_interest.geojson
node/6392616186,Seafood Embassy,seafood embassy,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2391699,79.8418191,openstreetmap,points_of_interest.geojson
node/5015807384,Pearl Negombo,pearl negombo,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.2388029,79.8416138,openstreetmap,points_of_interest.geojson
node/3139538452,Wavezz,wavezz,food,restaurant,,restaurant,,,,Negombo,Gampaha,Western,7.2388479,79.8419108,openstreetmap,points_of_interest.geojson
way/706502140,Sahasra Hotel & Restaurant,sahasra hotel restaurant,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.23916955,79.84197295,openstreetmap,points_of_interest.geojson
node/1268351562,Alta Italia,alta italia,food,restaurant,,restaurant,,,,Negombo,Gampaha,Western,7.2390459,79.8421549,openstreetmap,points_of_interest.geojson
way/691531446,Club Sha Lanka,club sha lanka,shopping,attraction,attraction,car_rental,motorcycle,,,Negombo,Gampaha,Western,7.23980145,79.84191277630151,openstreetmap,points_of_interest.geojson
node/4590991299,Kamlo,kamlo,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2399887,79.8418463,openstreetmap,points_of_interest.geojson
way/217856031,Village Inn Resort,village inn resort,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.240129,79.84203095321331,openstreetmap,points_of_interest.geojson
node/13288068665,Bryan supermarket,bryan supermarket,shopping,supermarket,,,supermarket,,,,Gampaha,Western,7.2404734,79.8420136,openstreetmap,points_of_interest.geojson
node/9516997217,Sea Port Hotel,sea port hotel,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.2403279,79.8418615,openstreetmap,points_of_interest.geojson
node/3139538442,Windmill Beach Hotel,windmill beach hotel,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2402849,79.8419044,openstreetmap,points_of_interest.geojson
node/6392593185,Pub 4x4 international,pub 4x4 international,food,bar,,bar,,,,,Gampaha,Western,7.2405567,79.8419653,openstreetmap,points_of_interest.geojson
node/4516627675,C Negombo,c negombo,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2404079,79.8418073,openstreetmap,points_of_interest.geojson
node/3139538441,The Reef Beach Hotel,the reef beach hotel,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2405874,79.8417702,openstreetmap,points_of_interest.geojson
node/1268351527,Hill's Bristo Family Seafood,hill s bristo family seafood,food,restaurant,,restaurant,,,,Negombo,Gampaha,Western,7.2403178,79.841793,openstreetmap,points_of_interest.geojson
node/4591969390,Rodeo,rodeo,food,pub,,pub,,,,,Gampaha,Western,7.2399931,79.8417386,openstreetmap,points_of_interest.geojson
node/4730393293,Ciao restaurant,ciao restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2396851,79.841838,openstreetmap,points_of_interest.geojson
node/6392666386,Oasis Beach resort restaurant,oasis beach resort restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2398236,79.8417358,openstreetmap,points_of_interest.geojson
node/5121098535,Serendib Seafood Restaurant,serendib seafood restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2399049,79.8417497,openstreetmap,points_of_interest.geojson
node/3139538445,Dolce Vita,dolce vita,food,restaurant,,restaurant,,,,Negombo,Gampaha,Western,7.239711,79.8416465,openstreetmap,points_of_interest.geojson
node/5306099321,Blue wave,blue wave,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2403165,79.8415548,openstreetmap,points_of_interest.geojson
node/13288068667,Dream Sea Garden,dream sea garden,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.2409098,79.8417373,openstreetmap,points_of_interest.geojson
node/1268351526,Beach View,beach view,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2407454,79.8418145,openstreetmap,points_of_interest.geojson
node/6392513989,Doubletree Negombo,doubletree negombo,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.2406446,79.8418015,openstreetmap,points_of_interest.geojson
node/6223124285,Bacco by Prego,bacco by prego,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2410581,79.8418753,openstreetmap,points_of_interest.geojson
node/13288068666,Sherry Land,sherry land,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.2407475,79.8421155,openstreetmap,points_of_interest.geojson
node/5304873323,Negombo seafood,negombo seafood,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2415443,79.8421061,openstreetmap,points_of_interest.geojson
node/3139538438,Lords,lords,food,restaurant,,restaurant,,,12:00-24:00,Negombo,Gampaha,Western,7.2413102,79.8420934,openstreetmap,points_of_interest.geojson
node/5863257285,Jagrofresh,jagrofresh,food,cafe,,cafe,,,,,Gampaha,Western,7.2414072,79.8419265,openstreetmap,points_of_interest.geojson
node/6031610485,Simply Strawberry,simply strawberry,food,cafe,,cafe,,,,,Gampaha,Western,7.2414527,79.8419294,openstreetmap,points_of_interest.geojson
node/4497947991,Cafe J,cafe j,food,cafe,,cafe,,,,,Gampaha,Western,7.2415091,79.8419272,openstreetmap,points_of_interest.geojson
node/4448788690,The sushi Bar,the sushi bar,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2415758,79.8418792,openstreetmap,points_of_interest.geojson
node/12793915801,Boho Cafe,boho cafe,food,cafe,,cafe,,,Su-Sa 08:00-23:00,,Gampaha,Western,7.2416024,79.8419379,openstreetmap,points_of_interest.geojson
node/4716030689,Rodeo pub and restaurant,rodeo pub and restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2417469,79.8419635,openstreetmap,points_of_interest.geojson
node/5111532051,Il Gelato,il gelato,food,ice_cream,,ice_cream,,,,,Gampaha,Western,7.2418042,79.8419489,openstreetmap,points_of_interest.geojson
way/706503095,Oysters Restaurant,oysters restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2418253,79.84220559978041,openstreetmap,points_of_interest.geojson
node/6392335186,Saura Wine & Beer Store,saura wine beer store,shopping,wine,,,wine,,,,Gampaha,Western,7.2420726,79.8422192,openstreetmap,points_of_interest.geojson
node/13288068668,Tesco Express,tesco express,shopping,convenience,,,convenience,,,,Gampaha,Western,7.2423892,79.842255,openstreetmap,points_of_interest.geojson
way/706503098,t Lounge,t lounge,food,cafe,,cafe,,,Mo-Su 08:00-21:00,,Gampaha,Western,7.24250605,79.84227665,openstreetmap,points_of_interest.geojson
node/7227785185,LUV SL,luv sl,shopping,gift,,,gift,,,,Gampaha,Western,7.2425224,79.8422489,openstreetmap,points_of_interest.geojson
way/223398855,Jetwing Blue,jetwing blue,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2421726,79.8419285,openstreetmap,points_of_interest.geojson
node/3139538429,Centre Point Grill & Bar,centre point grill bar,food,bar,,bar,,,,Negombo,Gampaha,Western,7.2429538,79.8418747,openstreetmap,points_of_interest.geojson
node/5060089694,Craft Lanka,craft lanka,shopping,clothes,,,clothes,,Mo-Fr 09:00-17:00,,Gampaha,Western,7.2427846,79.8423376,openstreetmap,points_of_interest.geojson
node/6392343786,Rani Gems,rani gems,shopping,jewelry,,,jewelry,,,,Gampaha,Western,7.242792,79.8423803,openstreetmap,points_of_interest.geojson
node/6392573885,Bobby Travels,bobby travels,shopping,travel_agency,,,travel_agency,,,,Gampaha,Western,7.2429264,79.842298,openstreetmap,points_of_interest.geojson
node/6392343785,Craft Lanka,craft lanka,shopping,gift,,,gift,,,,Gampaha,Western,7.2430575,79.8423007,openstreetmap,points_of_interest.geojson
way/223398862,Jetwing Beach,jetwing beach,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.24346675,79.84197279603481,openstreetmap,points_of_interest.geojson
node/13288068669,The Coffee Bean,the coffee bean,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2442278,79.8422979,openstreetmap,points_of_interest.geojson
node/13288068670,Solo Cafe & Restaurant,solo cafe restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2443502,79.8423274,openstreetmap,points_of_interest.geojson
node/13288068671,Food City Express,food city express,shopping,convenience,,,convenience,,,,Gampaha,Western,7.2444806,79.8423247,openstreetmap,points_of_interest.geojson
way/319064412,Goldi Sands Hotel,goldi sands hotel,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2453065500000005,79.84193800078671,openstreetmap,points_of_interest.geojson
node/3130950053,New Villa Marina,new villa marina,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2461338,79.8422617,openstreetmap,points_of_interest.geojson
node/2801327644,Jude Place,jude place,accommodation,guest_house,guest_house,,,,,Negombo,Gampaha,Western,7.2459688,79.8419734,openstreetmap,points_of_interest.geojson
node/4591985989,Rimini,rimini,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2458661,79.8413124,openstreetmap,points_of_interest.geojson
node/3130950040,Paradise Holiday Village,paradise holiday village,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2467268,79.8423664,openstreetmap,points_of_interest.geojson
node/6255154285,Bevista Restaurant,bevista restaurant,food,restaurant,,restaurant,,,,,Gampaha,Western,7.2467163,79.8421393,openstreetmap,points_of_interest.geojson
node/3130950052,Sevana Guest House,sevana guest house,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2469016,79.8423036,openstreetmap,points_of_interest.geojson
node/5860233785,Diana Souvenirs,diana souvenirs,shopping,gift,,,gift,,Mo-Su 09:00-22:00,,Gampaha,Western,7.247299,79.8421256,openstreetmap,points_of_interest.geojson
node/3130950039,Blue Oceanic Beach Hotel,blue oceanic beach hotel,accommodation,hotel,hotel,,,,,Negombo,Gampaha,Western,7.2475398,79.8421014,openstreetmap,points_of_interest.geojson
node/4973119421,Sunny Restaurant,sunny restaurant,food,cafe,,cafe,,,,,Gampaha,Western,7.2478595,79.8423482,openstreetmap,points_of_interest.geojson
node/3130950051,Gallery by Nature Care Hotel,gallery by nature care hotel,accommodation,hotel,hotel,,,,,,Gampaha,Western,7.2483528,79.8423664,openstreetmap,points_of_interest.geojson
