place_id,name,category,subcategory,district,city,latitude,longitude,avg_rating,review_count,review_popularity,quality_score,nature_score,adventure_score,history_score,photography_score,food_score,relaxation_score,family_score,shopping_score,weather_sensitive,environment,map_ready,feature_text
PLC0003478,D&E,shopping,clothes,Colombo,,6.8908068,79.8661028,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,D&E shopping clothes
PLC0003479,D family resort,accommodation,hotel,Anuradhapura,,8.3106021,80.38088,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.0,False,indoor,True,D family resort accommodation hotel
PLC0003480,D J Foods,shopping,tea,Gampaha,,7.10212685,79.99061395000001,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,D J Foods shopping tea
PLC0003481,D&J Mini-Mart & Meat Shop,shopping,butcher,Colombo,,6.8726432,79.8925637,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,D&J Mini-Mart & Meat Shop shopping butcher
PLC0003482,D.K. - Have a Kottu,food,restaurant,Matara,,5.970385,80.709802,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,D.K. - Have a Kottu food restaurant
PLC0003483,D K Martin Glass & Mirror (Pvt) Ltd,shopping,Home_goods_Store,Colombo,Jayawardenapura Kotte,6.904813,79.9044234,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,D K Martin Glass & Mirror (Pvt) Ltd shopping Home_goods_Store
PLC0003484,D.M.P.,shopping,clothes,Nuwara Eliya,,7.0809246,80.8933019,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,D.M.P. shopping clothes
PLC0003485,D Mount Villa,accommodation,hotel,Galle,,5.9817556,80.3585239,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,D Mount Villa accommodation hotel
PLC0003486,D Pavilion Bar,food,bar,Colombo,Colombo City Limit,6.87572,79.87332534578988,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,unknown,True,D Pavilion Bar food bar
PLC0003487,D PAVILION INN,accommodation,Guest Houses,Colombo,Colombo,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,D PAVILION INN accommodation Guest Houses
PLC0003488,D Pavilion,accommodation,hotel,Colombo,Colombo City Limit,6.87560255,79.87312749060149,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,D Pavilion accommodation hotel
PLC0003489,D&R cool cafe,food,cafe,Trincomalee,,8.5867932,81.2118671,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,D&R cool cafe food cafe
PLC0003490,D.S.C. RESTAURANT,food,,Colombo,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,False,D.S.C. RESTAURANT food 
PLC0003491,D.S.N. Watch Center,shopping,watches,Colombo,,6.9023116,79.9163657,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,D.S.N. Watch Center shopping watches
PLC0003492,D.S.S.C Hostel,accommodation,hostel,Colombo,,6.9090505,79.8740414,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,D.S.S.C Hostel accommodation hostel
PLC0003493,D.S.Senanayaka Statue,attraction,artwork,Ampara,,7.2148237,81.5357971,,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,unknown,True,D.S.Senanayaka Statue attraction artwork
PLC0003494,D.S.Senanayeke,attraction,artwork,Colombo,,6.909161,79.8750222,,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,unknown,True,D.S.Senanayeke attraction artwork
PLC0003495,D'Villa Garden House,accommodation,guest_house,Jaffna,Jaffna,9.6587971,80.0370458,,0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.8,0.7,0.0,True,outdoor,True,D'Villa Garden House accommodation guest_house
PLC0003496,D Villas,accommodation,hotel,Colombo,Nawala,6.8867798,79.8893273,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,D Villas accommodation hotel
PLC0003497,D2 Goyambokka,accommodation,hotel,Hambantota,Tangalle,6.0139715,80.7800526,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,D2 Goyambokka accommodation hotel
PLC0003498,Da Vinci Ceramics,shopping,wholesale,Colombo,Nugegoda,6.8774825,79.892603,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Da Vinci Ceramics shopping wholesale
PLC0003499,Daban Homestay Ella,accommodation,hotel,Badulla,,6.8664757,81.0378227,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Daban Homestay Ella accommodation hotel
PLC0003500,DABAN HOMESTAY,accommodation,Home Stay Units,Badulla,Ella Pradeshiya Sabha,6.866365,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,DABAN HOMESTAY accommodation Home Stay Units
PLC0003501,DAD Card Center,shopping,kiosk,Galle,,6.0335178,80.2180649,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,DAD Card Center shopping kiosk
PLC0003502,Daddy's,food,cafe,Colombo,Maharagama,6.8457404,79.9296177,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Daddy's food cafe
PLC0003503,Daffodil Bridal Salon,shopping,cosmetics,Gampaha,,7.13018,80.105411,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Daffodil Bridal Salon shopping cosmetics
PLC0003504,Daffodil Holiday Resort,accommodation,hotel,Galle,unawatuna,6.0131928,80.2488566,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,False,indoor,True,Daffodil Holiday Resort accommodation hotel
PLC0003505,DAFFODIL HOTEL,food,,Mullaitivu,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,False,DAFFODIL HOTEL food 
PLC0003506,Daffodil,food,restaurant,Galle,,6.0130974,80.2487096,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Daffodil food restaurant
PLC0003507,daffon,accommodation,guest_house,Gampaha,,7.1911856,79.858835,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,daffon accommodation guest_house
PLC0003508,Daha Ata Wanguwa,attraction,viewpoint,Kandy,,7.3565682,80.9149753,,0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,outdoor,True,Daha Ata Wanguwa attraction viewpoint
PLC0003509,Daham Hardware,shopping,hardware,Colombo,,6.9011373,79.9201785,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Daham Hardware shopping hardware
PLC0003510,Daharaa Food & Caters,food,restaurant,Gampaha,,7.133078,80.104808,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Daharaa Food & Caters food restaurant
PLC0003511,Dahlia Mount View Hotel,accommodation,hotel,Nuwara Eliya,,6.9623599,80.7647605,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Dahlia Mount View Hotel accommodation hotel
PLC0003512,Daily Dose Hotel Bakers,food,restaurant,Anuradhapura,,8.5402571,80.4924931,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Daily Dose Hotel Bakers food restaurant
PLC0003513,Daily Fair,shopping,variety_store,Nuwara Eliya,,6.9751811,80.7665109,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Daily Fair shopping variety_store
PLC0003514,Daily Food City,shopping,supermarket,Jaffna,,9.694291,80.0155878,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Daily Food City shopping supermarket
PLC0003515,Daily Home Needs stores,shopping,supermarket,Kandy,,7.2560557,80.549875,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Daily Home Needs stores shopping supermarket
PLC0003516,Dairy King,food,cafe,Galle,,6.0244301,80.2181901,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Dairy King food cafe
PLC0003517,Dakshina Electricals,shopping,electrical,Colombo,,6.8763082,79.9355897,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dakshina Electricals shopping electrical
PLC0003518,DAKSHINA RESTAURANT,food,,Gampaha,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,False,DAKSHINA RESTAURANT food 
PLC0003519,Dalada Maligawa Pilgrimage,accommodation,guest_house,Kandy,,7.2925434,80.6422757,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Dalada Maligawa Pilgrimage accommodation guest_house
PLC0003520,DALAWELLA BEACH RESORT,accommodation,Guest Houses,Galle,Habaraduwa,6.002037,,,0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.8,0.7,0.0,True,outdoor,False,DALAWELLA BEACH RESORT accommodation Guest Houses
PLC0003521,DALMANUTA,accommodation,Guest Houses,Kalutara,Beruwala Pradeshiya Sabha,6.434796,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,DALMANUTA accommodation Guest Houses
PLC0003522,Dalon max pitakotte,shopping,cosmetics,Colombo,,6.8840403,79.9015125,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dalon max pitakotte shopping cosmetics
PLC0003523,Dalu Tea Centre,shopping,tea,Matara,,5.947418,80.4578949,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dalu Tea Centre shopping tea
PLC0003524,Dam House (real location),accommodation,hotel,Nuwara Eliya,,6.8338596,80.5721884,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Dam House (real location) accommodation hotel
PLC0003525,dam house,food,restaurant,Nuwara Eliya,,6.8339019,80.5721887,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,dam house food restaurant
PLC0003526,Damara Mobile,shopping,mobile_phone,Colombo,,6.8808645,79.9344543,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damara Mobile shopping mobile_phone
PLC0003527,Damas Jewellery,shopping,jewelry,Kegalle,,7.2520832,80.4470806,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damas Jewellery shopping jewelry
PLC0003528,Dambadeniya Anciant Kingdom Rock,attraction,attraction,Kurunegala,,7.3628689,80.1551696,,0,0.0,0.0,0.8,0.8,0.0,1.0,0.0,0.0,0.0,0.0,True,outdoor,True,Dambadeniya Anciant Kingdom Rock attraction attraction
PLC0003529,Dambadeniya Coop City,shopping,supermarket,Kurunegala,Dambadeniya,7.3678146,80.14898625000001,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dambadeniya Coop City shopping supermarket
PLC0003530,Dambadeniya Museum,attraction,museum,Kurunegala,,7.3639835,80.1513234,,0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.7,0.0,False,indoor,True,Dambadeniya Museum attraction museum
PLC0003531,Dambana Wedi Gammanaya,attraction,attraction,Badulla,,7.4135081,81.1083854,,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,unknown,True,Dambana Wedi Gammanaya attraction attraction
PLC0003532,Dambatenne Tea Factory,attraction,attraction,Badulla,,6.78336345,81.00332282501563,3.36,172,0.143,0.5133,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,unknown,True,Dambatenne Tea Factory attraction attraction
PLC0003533,Dambe Villa,accommodation,hotel,Monaragala,Sella Katharagama UP,6.4501928,81.2862411,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Dambe Villa accommodation hotel
PLC0003534,Dambika Hotel,accommodation,hotel,Kandy,,7.297007300000001,80.8523845612864,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Dambika Hotel accommodation hotel
PLC0003535,Dambro Furniture Store,shopping,furniture,Ampara,Sammanthurai,7.3620297,81.80395475849888,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dambro Furniture Store shopping furniture
PLC0003536,Dambulla Buddhist Museum,attraction,museum,Matale,,7.853824,80.65237558720753,,0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.7,0.0,False,indoor,True,Dambulla Buddhist Museum attraction museum
PLC0003537,Dambulla Budget Rest,accommodation,hostel,Matale,,7.8484682,80.6533286,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Dambulla Budget Rest accommodation hostel
PLC0003538,Dambulla Cave Temple,attraction,attraction,Matale,,7.8566286,80.64849578858149,4.44,321,0.2668,0.7016,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,False,unknown,True,Dambulla Cave Temple attraction attraction
PLC0003539,Dambulla Golden Villa,accommodation,guest_house,Matale,Dambulla,7.834743,80.6553601,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Dambulla Golden Villa accommodation guest_house
PLC0003540,DAMBULLA REST HOUSE,accommodation,Guest Houses,Matale,Dambulla Pradeshiya Sabha,7.8602453,80.6524901,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,DAMBULLA REST HOUSE accommodation Guest Houses
PLC0003541,Dambulla Sun,accommodation,hostel,Matale,,7.8621502,80.6503576,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Dambulla Sun accommodation hostel
PLC0003542,Dambulla temple,attraction,artwork,Matale,,7.8012322,80.606049,,0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,False,unknown,True,Dambulla temple attraction artwork
PLC0003543,Dambulla Tourist Holiday Inn,accommodation,hotel,Matale,,7.8467992,80.6518096,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Dambulla Tourist Holiday Inn accommodation hotel
PLC0003544,Dambulu Furniture,shopping,furniture,Colombo,,6.9036779,79.92171,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dambulu Furniture shopping furniture
PLC0003545,Dambulu Furniture,shopping,gift,Kalutara,,6.6000049,79.957071,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dambulu Furniture shopping gift
PLC0003546,Damen Wood Carving & Workshop,shopping,craft,Matale,,7.9503861,80.7594264263889,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damen Wood Carving & Workshop shopping craft
PLC0003547,Damila Thupa,attraction,attraction,Polonnaruwa,,7.969217,81.0048957,,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,unknown,True,Damila Thupa attraction attraction
PLC0003548,Damith Furniture,shopping,furniture,Colombo,,6.7881371,79.8906964,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damith Furniture shopping furniture
PLC0003549,Damith Guest House,accommodation,hotel,Galle,unawatuna,6.0215022,80.251595,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Damith Guest House accommodation hotel
PLC0003550,DAMITH HOME STAY,accommodation,Home Stay Units,Hambantota,Tangalle Pradeshiya Sabha,6.029473,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,DAMITH HOME STAY accommodation Home Stay Units
PLC0003551,Damith Tourist Inn,food,restaurant,Matara,Weligama,5.9625077,80.4568287,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Damith Tourist Inn food restaurant
PLC0003552,dammi laundry,shopping,laundry,Matale,,7.9482082,80.7416374,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,dammi laundry shopping laundry
PLC0003553,Dammika Engineers (Pvt) Ltd,shopping,car_repair,Colombo,Maharagama,6.8495466,79.9166418,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dammika Engineers (Pvt) Ltd shopping car_repair
PLC0003554,Dammika Home,accommodation,hotel,Colombo,Mount Lavinia,6.8437964,79.8651705,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Dammika Home accommodation hotel
PLC0003555,Dammika Store,shopping,convenience,Kurunegala,,7.9182809,80.2527001,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dammika Store shopping convenience
PLC0003556,Dammi,shopping,laundry,Matale,,7.9481567,80.7416638,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dammi shopping laundry
PLC0003557,Dammulla Wine Stores,shopping,alcohol,Ratnapura,,6.7415053,80.2291961,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dammulla Wine Stores shopping alcohol
PLC0003558,Dampe Village,accommodation,hotel,Colombo,Dampe,6.7716912,79.9161661,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Dampe Village accommodation hotel
PLC0003559,Damro - Balangoda,shopping,furniture,Ratnapura,,6.6466041,80.701419,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro - Balangoda shopping furniture
PLC0003560,Damro Furniture,shopping,department_store,Galle,,6.4358927999999995,79.9966554582422,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Furniture shopping department_store
PLC0003561,Damro furniture,shopping,furniture,Gampaha,,7.0432651,80.1314262,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro furniture shopping furniture
PLC0003562,Damro Labookellie Tea Centre,shopping,gift,Nuwara Eliya,,7.024134,80.7194198,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Labookellie Tea Centre shopping gift
PLC0003563,DAMRO Nittambuwa,shopping,supermarket,Gampaha,,7.1558081,80.1099858,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,DAMRO Nittambuwa shopping supermarket
PLC0003564,Damro Show Room,shopping,furniture,Gampaha,,7.0693247,79.96155878773955,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Show Room shopping furniture
PLC0003565,Damro Show Room,shopping,electronics,Matale,Galewela,7.7623877,80.5740098,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Show Room shopping electronics
PLC0003566,Damro Showroom Kundasale,shopping,furniture,Kandy,,7.2787749,80.680146,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom Kundasale shopping furniture
PLC0003567,Damro Showroom - Middeniya,shopping,furniture,Hambantota,,6.2511909,80.7637404,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom - Middeniya shopping furniture
PLC0003568,Damro Showroom - Yakkala,shopping,convenience,Gampaha,Yakkala,7.08723545,80.03453009642234,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom - Yakkala shopping convenience
PLC0003569,Damro Showroom,shopping,furniture,Badulla,Badulla,6.9858864,81.0597031,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom shopping furniture
PLC0003570,Damro Showroom,shopping,furniture,Colombo,Ethul Kotte,6.9059185,79.9043444,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom shopping furniture
PLC0003571,Damro Showroom,shopping,furniture,Galle,,6.2793858,80.040107,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom shopping furniture
PLC0003572,Damro showroom,shopping,furniture,Gampaha,,7.03413005,80.02657405,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro showroom shopping furniture
PLC0003573,Damro Showroom,shopping,furniture,Hambantota,,6.0338249,80.79686137324707,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom shopping furniture
PLC0003574,Damro Showroom,shopping,electronics,Kandy,Gampola,7.1653679,80.5745713,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom shopping electronics
PLC0003575,DAMRO SHOWROOM,shopping,houseware,Kegalle,,7.25173985,80.44608634163107,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,DAMRO SHOWROOM shopping houseware
PLC0003576,Damro Showroom,shopping,furniture,Kurunegala,,7.5415077,80.4439897,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom shopping furniture
PLC0003577,Damro Showroom,shopping,electronics,Matale,Naula,7.7031879,80.6539738,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom shopping electronics
PLC0003578,Damro Showroom,shopping,furniture,Polonnaruwa,,7.9351836,81.0291148,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom shopping furniture
PLC0003579,Damro Showroom,shopping,furniture,Puttalam,Anamaduwa,7.8773334,80.0115321,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom shopping furniture
PLC0003580,Damro Showroom,shopping,furniture,Ratnapura,Embilipitiya,6.3353309,80.8514462,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro Showroom shopping furniture
PLC0003581,Damro,shopping,furniture,Ampara,,6.8752484,81.8299552,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro shopping furniture
PLC0003582,Damro,shopping,furniture,Batticaloa,,7.7253651,81.69106238623829,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro shopping furniture
PLC0003583,Damro,shopping,appliance,Colombo,Wijerama,6.8798398,79.891349,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro shopping appliance
PLC0003584,Damro,shopping,furniture,Galle,Ambalangoda,6.2412625,80.0533206,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro shopping furniture
PLC0003585,Damro,shopping,furniture,Kalutara,Panadura,6.7267363,79.9054888,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro shopping furniture
PLC0003586,Damro,shopping,furniture,Kegalle,Kegalle,7.2519725,80.3383043,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro shopping furniture
PLC0003587,Damro,shopping,furniture,Kurunegala,Kurunegala,7.47263,80.3507822,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro shopping furniture
PLC0003588,Damro,shopping,furniture,Matara,Kamburupitiya,6.07598575,80.56338172129524,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro shopping furniture
PLC0003589,Damro,shopping,furniture,Puttalam,Chilaw,7.567032749999999,79.80057325263161,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro shopping furniture
PLC0003590,Damro,shopping,furniture,Ratnapura,Kahawatta,6.5838657,80.5726964,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Damro shopping furniture
PLC0003591,Damsen Green View Holiday Resort,accommodation,hotel,Badulla,,6.8317954,81.0029067,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,False,indoor,True,Damsen Green View Holiday Resort accommodation hotel
PLC0003592,Damsiri Night Cafe,food,restaurant,Ratnapura,,6.8317663,80.2809998,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Damsiri Night Cafe food restaurant
PLC0003593,DAN HOME,accommodation,Home Stay Units,Colombo,Kotte Muncipal Council,6.9033653,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,DAN HOME accommodation Home Stay Units
PLC0003594,DANADHEE JUNGLE REST,accommodation,Guest Houses,Ratnapura,MC,6.766477,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,False,DANADHEE JUNGLE REST accommodation Guest Houses
PLC0003595,Danajani Trade Center,shopping,variety_store,Galle,,6.1911917,80.3599406,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Danajani Trade Center shopping variety_store
PLC0003596,Dananjana Hotel,food,restaurant,Kalutara,,6.4118732,80.0814681,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,indoor,True,Dananjana Hotel food restaurant
PLC0003597,Dance tickets,shopping,ticket,Kandy,,7.2918388,80.6426531,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,indoor,True,Dance tickets shopping ticket
PLC0003598,Dancing mango,accommodation,apartment,Galle,,6.131403,80.1083934,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,unknown,True,Dancing mango accommodation apartment
PLC0003599,Dandelion Guest House,accommodation,hotel,Kandy,Kandy,7.2927626,80.6250225,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,indoor,True,Dandelion Guest House accommodation hotel
